evaluated_at_utc,evaluated_at_ept,forecast_hour_beginning_utc,forecast_hour_beginning_ept,forecast_area,forecast_load_mw
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/25/2023 3:00:00 PM,8/25/2023 11:00:00 AM,MIDATL,35759
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/25/2023 3:00:00 PM,8/25/2023 11:00:00 AM,MIDATL,35759
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/25/2023 3:00:00 PM,8/25/2023 11:00:00 AM,MIDATL,36775
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/25/2023 3:00:00 PM,8/25/2023 11:00:00 AM,MIDATL,36775
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/25/2023 3:00:00 PM,8/25/2023 11:00:00 AM,MIDATL,36529
8/24/2023 9:45:00 AM,8/24/2023 5:45:00 AM,8/25/2023 4:00:00 PM,8/25/2023 12:00:00 PM,MIDATL,36373
8/24/2023 1:45:00 PM,8/24/2023 9:45:00 AM,8/25/2023 4:00:00 PM,8/25/2023 12:00:00 PM,MIDATL,36778
8/24/2023 3:45:00 PM,8/24/2023 11:45:00 AM,8/25/2023 4:00:00 PM,8/25/2023 12:00:00 PM,MIDATL,36621
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/25/2023 4:00:00 PM,8/25/2023 12:00:00 PM,MIDATL,37131
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/25/2023 4:00:00 PM,8/25/2023 12:00:00 PM,MIDATL,37131
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/25/2023 4:00:00 PM,8/25/2023 12:00:00 PM,MIDATL,38128
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/25/2023 4:00:00 PM,8/25/2023 12:00:00 PM,MIDATL,38128
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/25/2023 4:00:00 PM,8/25/2023 12:00:00 PM,MIDATL,37851
8/24/2023 9:45:00 AM,8/24/2023 5:45:00 AM,8/25/2023 5:00:00 PM,8/25/2023 1:00:00 PM,MIDATL,37741
8/24/2023 1:45:00 PM,8/24/2023 9:45:00 AM,8/25/2023 5:00:00 PM,8/25/2023 1:00:00 PM,MIDATL,38157
8/24/2023 3:45:00 PM,8/24/2023 11:45:00 AM,8/25/2023 5:00:00 PM,8/25/2023 1:00:00 PM,MIDATL,37960
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/25/2023 5:00:00 PM,8/25/2023 1:00:00 PM,MIDATL,38529
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/25/2023 5:00:00 PM,8/25/2023 1:00:00 PM,MIDATL,38529
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/25/2023 5:00:00 PM,8/25/2023 1:00:00 PM,MIDATL,39231
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/25/2023 5:00:00 PM,8/25/2023 1:00:00 PM,MIDATL,39231
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/25/2023 5:00:00 PM,8/25/2023 1:00:00 PM,MIDATL,39231
8/24/2023 9:45:00 AM,8/24/2023 5:45:00 AM,8/25/2023 6:00:00 PM,8/25/2023 2:00:00 PM,MIDATL,38906
8/24/2023 1:45:00 PM,8/24/2023 9:45:00 AM,8/25/2023 6:00:00 PM,8/25/2023 2:00:00 PM,MIDATL,39318
8/24/2023 3:45:00 PM,8/24/2023 11:45:00 AM,8/25/2023 6:00:00 PM,8/25/2023 2:00:00 PM,MIDATL,39067
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/25/2023 6:00:00 PM,8/25/2023 2:00:00 PM,MIDATL,39769
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/25/2023 6:00:00 PM,8/25/2023 2:00:00 PM,MIDATL,39769
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/25/2023 6:00:00 PM,8/25/2023 2:00:00 PM,MIDATL,40348
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/25/2023 6:00:00 PM,8/25/2023 2:00:00 PM,MIDATL,40348
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/25/2023 6:00:00 PM,8/25/2023 2:00:00 PM,MIDATL,40348
8/24/2023 9:45:00 AM,8/24/2023 5:45:00 AM,8/25/2023 7:00:00 PM,8/25/2023 3:00:00 PM,MIDATL,39920
8/24/2023 1:45:00 PM,8/24/2023 9:45:00 AM,8/25/2023 7:00:00 PM,8/25/2023 3:00:00 PM,MIDATL,40352
8/24/2023 3:45:00 PM,8/24/2023 11:45:00 AM,8/25/2023 7:00:00 PM,8/25/2023 3:00:00 PM,MIDATL,40038
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/25/2023 7:00:00 PM,8/25/2023 3:00:00 PM,MIDATL,40768
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/25/2023 7:00:00 PM,8/25/2023 3:00:00 PM,MIDATL,40768
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/25/2023 7:00:00 PM,8/25/2023 3:00:00 PM,MIDATL,41267
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/25/2023 7:00:00 PM,8/25/2023 3:00:00 PM,MIDATL,41267
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/25/2023 7:00:00 PM,8/25/2023 3:00:00 PM,MIDATL,41267
8/24/2023 9:45:00 AM,8/24/2023 5:45:00 AM,8/25/2023 8:00:00 PM,8/25/2023 4:00:00 PM,MIDATL,40821
8/24/2023 1:45:00 PM,8/24/2023 9:45:00 AM,8/25/2023 8:00:00 PM,8/25/2023 4:00:00 PM,MIDATL,41299
8/24/2023 3:45:00 PM,8/24/2023 11:45:00 AM,8/25/2023 8:00:00 PM,8/25/2023 4:00:00 PM,MIDATL,40911
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/25/2023 8:00:00 PM,8/25/2023 4:00:00 PM,MIDATL,41610
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/25/2023 8:00:00 PM,8/25/2023 4:00:00 PM,MIDATL,41610
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/25/2023 8:00:00 PM,8/25/2023 4:00:00 PM,MIDATL,43756
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/25/2023 8:00:00 PM,8/25/2023 4:00:00 PM,MIDATL,42094
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/25/2023 8:00:00 PM,8/25/2023 4:00:00 PM,MIDATL,42094
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/25/2023 8:00:00 PM,8/25/2023 4:00:00 PM,MIDATL,42094
8/24/2023 9:45:00 AM,8/24/2023 5:45:00 AM,8/25/2023 9:00:00 PM,8/25/2023 5:00:00 PM,MIDATL,41223
8/24/2023 1:45:00 PM,8/24/2023 9:45:00 AM,8/25/2023 9:00:00 PM,8/25/2023 5:00:00 PM,MIDATL,41780
8/24/2023 3:45:00 PM,8/24/2023 11:45:00 AM,8/25/2023 9:00:00 PM,8/25/2023 5:00:00 PM,MIDATL,41333
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/25/2023 9:00:00 PM,8/25/2023 5:00:00 PM,MIDATL,42103
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/25/2023 9:00:00 PM,8/25/2023 5:00:00 PM,MIDATL,42103
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/25/2023 9:00:00 PM,8/25/2023 5:00:00 PM,MIDATL,43958
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/25/2023 9:00:00 PM,8/25/2023 5:00:00 PM,MIDATL,42480
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/25/2023 9:00:00 PM,8/25/2023 5:00:00 PM,MIDATL,42480
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/25/2023 9:00:00 PM,8/25/2023 5:00:00 PM,MIDATL,42480
8/24/2023 9:45:00 AM,8/24/2023 5:45:00 AM,8/25/2023 10:00:00 PM,8/25/2023 6:00:00 PM,MIDATL,40458
8/24/2023 1:45:00 PM,8/24/2023 9:45:00 AM,8/25/2023 10:00:00 PM,8/25/2023 6:00:00 PM,MIDATL,41069
8/24/2023 3:45:00 PM,8/24/2023 11:45:00 AM,8/25/2023 10:00:00 PM,8/25/2023 6:00:00 PM,MIDATL,40591
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/25/2023 10:00:00 PM,8/25/2023 6:00:00 PM,MIDATL,41284
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/25/2023 10:00:00 PM,8/25/2023 6:00:00 PM,MIDATL,41284
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/25/2023 10:00:00 PM,8/25/2023 6:00:00 PM,MIDATL,42705
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/25/2023 10:00:00 PM,8/25/2023 6:00:00 PM,MIDATL,41658
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/25/2023 10:00:00 PM,8/25/2023 6:00:00 PM,MIDATL,41658
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/25/2023 10:00:00 PM,8/25/2023 6:00:00 PM,MIDATL,41658
8/24/2023 9:45:00 AM,8/24/2023 5:45:00 AM,8/25/2023 11:00:00 PM,8/25/2023 7:00:00 PM,MIDATL,38883
8/24/2023 1:45:00 PM,8/24/2023 9:45:00 AM,8/25/2023 11:00:00 PM,8/25/2023 7:00:00 PM,MIDATL,39447
8/24/2023 3:45:00 PM,8/24/2023 11:45:00 AM,8/25/2023 11:00:00 PM,8/25/2023 7:00:00 PM,MIDATL,38985
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/25/2023 11:00:00 PM,8/25/2023 7:00:00 PM,MIDATL,39959
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/25/2023 11:00:00 PM,8/25/2023 7:00:00 PM,MIDATL,39959
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/25/2023 11:00:00 PM,8/25/2023 7:00:00 PM,MIDATL,40966
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/25/2023 11:00:00 PM,8/25/2023 7:00:00 PM,MIDATL,40136
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/25/2023 11:00:00 PM,8/25/2023 7:00:00 PM,MIDATL,40136
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/25/2023 11:00:00 PM,8/25/2023 7:00:00 PM,MIDATL,40136
8/24/2023 9:45:00 AM,8/24/2023 5:45:00 AM,8/26/2023 12:00:00 AM,8/25/2023 8:00:00 PM,MIDATL,37684
8/24/2023 1:45:00 PM,8/24/2023 9:45:00 AM,8/26/2023 12:00:00 AM,8/25/2023 8:00:00 PM,MIDATL,38140
8/24/2023 3:45:00 PM,8/24/2023 11:45:00 AM,8/26/2023 12:00:00 AM,8/25/2023 8:00:00 PM,MIDATL,37691
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/26/2023 12:00:00 AM,8/25/2023 8:00:00 PM,MIDATL,38494
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/26/2023 12:00:00 AM,8/25/2023 8:00:00 PM,MIDATL,38494
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 12:00:00 AM,8/25/2023 8:00:00 PM,MIDATL,39610
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 12:00:00 AM,8/25/2023 8:00:00 PM,MIDATL,38964
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 12:00:00 AM,8/25/2023 8:00:00 PM,MIDATL,38964
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 12:00:00 AM,8/25/2023 8:00:00 PM,MIDATL,38964
8/24/2023 9:45:00 AM,8/24/2023 5:45:00 AM,8/26/2023 1:00:00 AM,8/25/2023 9:00:00 PM,MIDATL,36172
8/24/2023 1:45:00 PM,8/24/2023 9:45:00 AM,8/26/2023 1:00:00 AM,8/25/2023 9:00:00 PM,MIDATL,36571
8/24/2023 3:45:00 PM,8/24/2023 11:45:00 AM,8/26/2023 1:00:00 AM,8/25/2023 9:00:00 PM,MIDATL,36141
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/26/2023 1:00:00 AM,8/25/2023 9:00:00 PM,MIDATL,36956
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/26/2023 1:00:00 AM,8/25/2023 9:00:00 PM,MIDATL,36956
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 1:00:00 AM,8/25/2023 9:00:00 PM,MIDATL,37835
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 1:00:00 AM,8/25/2023 9:00:00 PM,MIDATL,37373
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 1:00:00 AM,8/25/2023 9:00:00 PM,MIDATL,37373
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 1:00:00 AM,8/25/2023 9:00:00 PM,MIDATL,37373
8/24/2023 9:45:00 AM,8/24/2023 5:45:00 AM,8/26/2023 2:00:00 AM,8/25/2023 10:00:00 PM,MIDATL,33846
8/24/2023 1:45:00 PM,8/24/2023 9:45:00 AM,8/26/2023 2:00:00 AM,8/25/2023 10:00:00 PM,MIDATL,34199
8/24/2023 3:45:00 PM,8/24/2023 11:45:00 AM,8/26/2023 2:00:00 AM,8/25/2023 10:00:00 PM,MIDATL,33797
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/26/2023 2:00:00 AM,8/25/2023 10:00:00 PM,MIDATL,34356
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/26/2023 2:00:00 AM,8/25/2023 10:00:00 PM,MIDATL,34356
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 2:00:00 AM,8/25/2023 10:00:00 PM,MIDATL,36524
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 2:00:00 AM,8/25/2023 10:00:00 PM,MIDATL,34998
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 2:00:00 AM,8/25/2023 10:00:00 PM,MIDATL,34998
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 2:00:00 AM,8/25/2023 10:00:00 PM,MIDATL,34998
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 2:00:00 AM,8/25/2023 10:00:00 PM,MIDATL,34998
8/24/2023 9:45:00 AM,8/24/2023 5:45:00 AM,8/26/2023 3:00:00 AM,8/25/2023 11:00:00 PM,MIDATL,31407
8/24/2023 1:45:00 PM,8/24/2023 9:45:00 AM,8/26/2023 3:00:00 AM,8/25/2023 11:00:00 PM,MIDATL,31718
8/24/2023 3:45:00 PM,8/24/2023 11:45:00 AM,8/26/2023 3:00:00 AM,8/25/2023 11:00:00 PM,MIDATL,31345
8/24/2023 9:45:00 PM,8/24/2023 5:45:00 PM,8/26/2023 3:00:00 AM,8/25/2023 11:00:00 PM,MIDATL,31834
8/25/2023 3:45:00 AM,8/24/2023 11:45:00 PM,8/26/2023 3:00:00 AM,8/25/2023 11:00:00 PM,MIDATL,31834
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 3:00:00 AM,8/25/2023 11:00:00 PM,MIDATL,33729
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 3:00:00 AM,8/25/2023 11:00:00 PM,MIDATL,32540
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 3:00:00 AM,8/25/2023 11:00:00 PM,MIDATL,32540
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 3:00:00 AM,8/25/2023 11:00:00 PM,MIDATL,32540
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 3:00:00 AM,8/25/2023 11:00:00 PM,MIDATL,32540
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 4:00:00 AM,8/26/2023 12:00:00 AM,MIDATL,30633
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 4:00:00 AM,8/26/2023 12:00:00 AM,MIDATL,31024
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 4:00:00 AM,8/26/2023 12:00:00 AM,MIDATL,31024
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 4:00:00 AM,8/26/2023 12:00:00 AM,MIDATL,31035
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 4:00:00 AM,8/26/2023 12:00:00 AM,MIDATL,31622
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 5:00:00 AM,8/26/2023 1:00:00 AM,MIDATL,28993
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 5:00:00 AM,8/26/2023 1:00:00 AM,MIDATL,29372
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 5:00:00 AM,8/26/2023 1:00:00 AM,MIDATL,29372
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 5:00:00 AM,8/26/2023 1:00:00 AM,MIDATL,29393
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 5:00:00 AM,8/26/2023 1:00:00 AM,MIDATL,29745
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 6:00:00 AM,8/26/2023 2:00:00 AM,MIDATL,27791
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 6:00:00 AM,8/26/2023 2:00:00 AM,MIDATL,28145
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 6:00:00 AM,8/26/2023 2:00:00 AM,MIDATL,28145
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 6:00:00 AM,8/26/2023 2:00:00 AM,MIDATL,28171
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 6:00:00 AM,8/26/2023 2:00:00 AM,MIDATL,28435
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 7:00:00 AM,8/26/2023 3:00:00 AM,MIDATL,27029
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 7:00:00 AM,8/26/2023 3:00:00 AM,MIDATL,27361
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 7:00:00 AM,8/26/2023 3:00:00 AM,MIDATL,27361
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 7:00:00 AM,8/26/2023 3:00:00 AM,MIDATL,27386
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 7:00:00 AM,8/26/2023 3:00:00 AM,MIDATL,27621
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 8:00:00 AM,8/26/2023 4:00:00 AM,MIDATL,26606
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 8:00:00 AM,8/26/2023 4:00:00 AM,MIDATL,26937
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 8:00:00 AM,8/26/2023 4:00:00 AM,MIDATL,26937
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 8:00:00 AM,8/26/2023 4:00:00 AM,MIDATL,26968
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 8:00:00 AM,8/26/2023 4:00:00 AM,MIDATL,26968
8/26/2023 9:45:00 AM,8/26/2023 5:45:00 AM,8/26/2023 8:00:00 AM,8/26/2023 4:00:00 AM,MIDATL,27458
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 9:00:00 AM,8/26/2023 5:00:00 AM,MIDATL,26709
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 9:00:00 AM,8/26/2023 5:00:00 AM,MIDATL,27042
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 9:00:00 AM,8/26/2023 5:00:00 AM,MIDATL,27042
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 9:00:00 AM,8/26/2023 5:00:00 AM,MIDATL,27066
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 9:00:00 AM,8/26/2023 5:00:00 AM,MIDATL,27066
8/26/2023 9:45:00 AM,8/26/2023 5:45:00 AM,8/26/2023 9:00:00 AM,8/26/2023 5:00:00 AM,MIDATL,27522
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 10:00:00 AM,8/26/2023 6:00:00 AM,MIDATL,26904
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 10:00:00 AM,8/26/2023 6:00:00 AM,MIDATL,27261
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 10:00:00 AM,8/26/2023 6:00:00 AM,MIDATL,27261
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 10:00:00 AM,8/26/2023 6:00:00 AM,MIDATL,27284
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 10:00:00 AM,8/26/2023 6:00:00 AM,MIDATL,27284
8/26/2023 9:45:00 AM,8/26/2023 5:45:00 AM,8/26/2023 10:00:00 AM,8/26/2023 6:00:00 AM,MIDATL,27693
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 11:00:00 AM,8/26/2023 7:00:00 AM,MIDATL,27986
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 11:00:00 AM,8/26/2023 7:00:00 AM,MIDATL,28373
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 11:00:00 AM,8/26/2023 7:00:00 AM,MIDATL,28373
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 11:00:00 AM,8/26/2023 7:00:00 AM,MIDATL,28393
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 11:00:00 AM,8/26/2023 7:00:00 AM,MIDATL,28393
8/26/2023 9:45:00 AM,8/26/2023 5:45:00 AM,8/26/2023 11:00:00 AM,8/26/2023 7:00:00 AM,MIDATL,28797
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 12:00:00 PM,8/26/2023 8:00:00 AM,MIDATL,30014
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 12:00:00 PM,8/26/2023 8:00:00 AM,MIDATL,30413
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 12:00:00 PM,8/26/2023 8:00:00 AM,MIDATL,30413
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 12:00:00 PM,8/26/2023 8:00:00 AM,MIDATL,30425
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 12:00:00 PM,8/26/2023 8:00:00 AM,MIDATL,30425
8/26/2023 1:45:00 PM,8/26/2023 9:45:00 AM,8/26/2023 12:00:00 PM,8/26/2023 8:00:00 AM,MIDATL,31216
8/26/2023 9:45:00 AM,8/26/2023 5:45:00 AM,8/26/2023 12:00:00 PM,8/26/2023 8:00:00 AM,MIDATL,30865
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 1:00:00 PM,8/26/2023 9:00:00 AM,MIDATL,32015
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 1:00:00 PM,8/26/2023 9:00:00 AM,MIDATL,32430
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 1:00:00 PM,8/26/2023 9:00:00 AM,MIDATL,32430
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 1:00:00 PM,8/26/2023 9:00:00 AM,MIDATL,32415
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 1:00:00 PM,8/26/2023 9:00:00 AM,MIDATL,32415
8/26/2023 1:45:00 PM,8/26/2023 9:45:00 AM,8/26/2023 1:00:00 PM,8/26/2023 9:00:00 AM,MIDATL,32912
8/26/2023 9:45:00 AM,8/26/2023 5:45:00 AM,8/26/2023 1:00:00 PM,8/26/2023 9:00:00 AM,MIDATL,32912
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 2:00:00 PM,8/26/2023 10:00:00 AM,MIDATL,34008
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 2:00:00 PM,8/26/2023 10:00:00 AM,MIDATL,34388
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 2:00:00 PM,8/26/2023 10:00:00 AM,MIDATL,34388
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 2:00:00 PM,8/26/2023 10:00:00 AM,MIDATL,34351
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 2:00:00 PM,8/26/2023 10:00:00 AM,MIDATL,34351
8/26/2023 3:45:00 PM,8/26/2023 11:45:00 AM,8/26/2023 2:00:00 PM,8/26/2023 10:00:00 AM,MIDATL,35674
8/26/2023 1:45:00 PM,8/26/2023 9:45:00 AM,8/26/2023 2:00:00 PM,8/26/2023 10:00:00 AM,MIDATL,34891
8/26/2023 9:45:00 AM,8/26/2023 5:45:00 AM,8/26/2023 2:00:00 PM,8/26/2023 10:00:00 AM,MIDATL,34891
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 3:00:00 PM,8/26/2023 11:00:00 AM,MIDATL,35782
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 3:00:00 PM,8/26/2023 11:00:00 AM,MIDATL,35741
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 3:00:00 PM,8/26/2023 11:00:00 AM,MIDATL,35741
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 3:00:00 PM,8/26/2023 11:00:00 AM,MIDATL,36031
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 3:00:00 PM,8/26/2023 11:00:00 AM,MIDATL,36031
8/26/2023 3:45:00 PM,8/26/2023 11:45:00 AM,8/26/2023 3:00:00 PM,8/26/2023 11:00:00 AM,MIDATL,37305
8/26/2023 1:45:00 PM,8/26/2023 9:45:00 AM,8/26/2023 3:00:00 PM,8/26/2023 11:00:00 AM,MIDATL,36617
8/26/2023 9:45:00 AM,8/26/2023 5:45:00 AM,8/26/2023 3:00:00 PM,8/26/2023 11:00:00 AM,MIDATL,36617
8/25/2023 9:45:00 AM,8/25/2023 5:45:00 AM,8/26/2023 4:00:00 PM,8/26/2023 12:00:00 PM,MIDATL,37474
8/25/2023 1:45:00 PM,8/25/2023 9:45:00 AM,8/26/2023 4:00:00 PM,8/26/2023 12:00:00 PM,MIDATL,37417
8/25/2023 3:45:00 PM,8/25/2023 11:45:00 AM,8/26/2023 4:00:00 PM,8/26/2023 12:00:00 PM,MIDATL,37417
8/25/2023 9:45:00 PM,8/25/2023 5:45:00 PM,8/26/2023 4:00:00 PM,8/26/2023 12:00:00 PM,MIDATL,37651
8/26/2023 3:45:00 AM,8/25/2023 11:45:00 PM,8/26/2023 4:00:00 PM,8/26/2023 12:00:00 PM,MIDATL,37651
